id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
20442,Sox7,SRY (sex determining region Y)-box 7,20680,7949
20443,Sox8,SRY (sex determining region Y)-box 8,20681,7950
20444,Sox9,SRY (sex determining region Y)-box 9,20682,294
20449,Sp3,trans-acting transcription factor 3,20687,7952
41007,Sp5,trans-acting transcription factor 5,64406,11190
107080,Sp8,trans-acting transcription factor 8,320145,18548
120188,Sp9,trans-acting transcription factor 9,381373,66935
20454,Sparc,secreted acidic cysteine rich glycoprotein,20692,31132
29762,Spdef,SAM pointed domain containing ets transcription factor,30051,8231
35661,Spen,"SPEN homolog, transcriptional regulator (Drosophila)",56381,124461
20138,Spi1,spleen focus forming virus (SFFV) proviral integration oncogene,20375,2346
93060,Spib,Spi-B transcription factor (Spi-1/PU.1 related),272382,79220
20490,Spic,Spi-C transcription factor (Spi-1/PU.1 related),20728,7953
20495,Spint2,"serine protease inhibitor, Kunitz type 2",20733,7955
20512,Spp1,secreted phosphoprotein 1,20750,20156
56098,Sptbn4,"spectrin beta, non-erythrocytic 4",80297,11879
54765,Srd5a1,steroid 5 alpha-reductase 1,78925,37426
20549,Srebf1,sterol regulatory element binding transcription factor 1,20787,3079
20550,Srebf2,sterol regulatory element binding factor 2,20788,20966
20569,Srf,serum response factor,20807,31135
20579,Srpk2,serine/arginine-rich protein specific kinase 2,20817,101663
21435,Sry,sex determining region of Chr Y,21674,
92739,Ss18l1,synovial sarcoma translocation gene on chromosome 18-like 1,269397,9191
20595,Ssrp1,structure specific recognition protein 1,20833,110735
20366,Sst,somatostatin,20604,819
20367,Sstr1,somatostatin receptor 1,20605,820
20368,Sstr2,somatostatin receptor 2,20606,37427
20369,Sstr3,somatostatin receptor 3,20607,20285
20370,Sstr4,somatostatin receptor 4,20608,20286
88752,St18,suppression of tumorigenicity 18,240690,8792
40846,St7,suppression of tumorigenicity 7,64213,10185
81782,Stard5,StAR-related lipid transfer (START) domain containing 5,170460,11346
20608,Stat1,signal transducer and activator of transcription 1,20846,21428
20610,Stat3,signal transducer and activator of transcription 3,20848,7960
20611,Stat4,signal transducer and activator of transcription 4,20849,20679
20612,Stat5a,signal transducer and activator of transcription 5A,20850,20680
20613,Stat5b,signal transducer and activator of transcription 5B,20851,55718
78462,Steap4,STEAP family member 4,117167,36422
107544,Strip2,striatin interacting protein 2,320609,66198
20669,Stx1a,syntaxin 1A (brain),20907,37941
20670,Stx3,syntaxin 3,20908,80191
85214,Stxbp6,syntaxin binding protein 6 (amisyn),217517,8579
89116,Styk1,serine/threonine/tyrosine kinase 1,243659,49545
77466,Supt16,suppressor of Ty 16,114741,5207
20686,Supt5,suppressor of Ty 5,20924,2384
20725,Syn1,synapsin I,20964,48483
47844,Synpr,synaptoporin,72003,11407
20740,Syt1,synaptotagmin I,20979,4122
33817,Syt10,synaptotagmin X,54526,10303
21094,Tac1,tachykinin 1,21333,2394
21095,Tac2,tachykinin 2,21334,7560
21097,Tacr1,tachykinin receptor 1,21336,20288
21098,Tacr2,tachykinin receptor 2,21337,55548
21099,Tacr3,tachykinin receptor 3,21338,824
63900,Taf13,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor",99730,4126
21104,Taf6,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor",21343,7561
23825,Taf7,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor",24074,11768
72303,Taf9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor",108143,39986
21107,Tagln2,transgelin 2,21346,20789
21110,Tal1,T cell acute lymphocytic leukemia 1,21349,2400
21111,Tal2,T cell acute lymphocytic leukemia 2,21350,3954
21136,Tbr1,T-box brain gene 1,21375,4807
21145,Tbx15,T-box 15,21384,7967
52206,Tbx18,T-box18,76365,11384
58209,Tbx19,T-box 19,83993,3779
21146,Tbx2,T-box 2,21385,38123
36522,Tbx20,T-box 20,57246,32476
37037,Tbx21,T-box 21,57765,8353
21147,Tbx3,T-box 3,21386,4371
51711,Tcam1,testicular cell adhesion molecule 1,75870,123944
43766,Tceb1,"transcription elongation factor B (SIII), polypeptide 1",67923,38083
46412,Tcerg1l,transcription elongation regulator 1-like,70571,52165
21167,Tcf12,transcription factor 12,21406,40774
21168,Tcf15,transcription factor 15,21407,37943
21172,Tcf20,transcription factor 20,21411,4131
21173,Tcf21,transcription factor 21,21412,2414
45693,Tcf23,transcription factor 23,69852,76449
42698,Tcf25,transcription factor 25 (basic helix-loop-helix),66855,5701
21184,Tcf3,transcription factor 3,21423,2408
21174,Tcf4,transcription factor 4,21413,2407
21175,Tcf7,"transcription factor 7, T cell specific",21414,2410
21176,Tcf7l1,"transcription factor 7 like 1 (T cell specific, HMG box)",21415,7563
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,7564
93209,Tcfl5,transcription factor-like 5 (basic helix-loop-helix),277353,4814
21428,Tdgf1,teratocarcinoma-derived growth factor 1,21667,2416
35999,Tdo2,"tryptophan 2,3-dioxygenase",56720,4132
21437,Tead1,TEA domain family member 1,21676,2418
21438,Tead2,TEA domain family member 2,21677,19662
21439,Tead3,TEA domain family member 3,21678,81821
21445,Tef,thyrotroph embryonic factor,21685,31140
21447,Tek,endothelial-specific receptor tyrosine kinase,21687,397
23716,Tenm3,teneurin transmembrane protein 3,23965,22673
21511,Tert,telomerase reverse transcriptase,21752,31141
21539,Tfam,"transcription factor A, mitochondrial",21780,31139
21179,Tfap2a,"transcription factor AP-2, alpha",21418,2421
21180,Tfap2b,transcription factor AP-2 beta,21419,20688
21181,Tfap2c,"transcription factor AP-2, gamma",21420,2423
86489,Tfap2d,"transcription factor AP-2, delta",226896,17700
109135,Tfap2e,"transcription factor AP-2, epsilon",332937,2422
57632,Tfap4,transcription factor AP4,83383,2424
15053,Tfb2m,"transcription factor B2, mitochondrial",15278,7362
21183,Tfcp2,transcription factor CP2,21422,4134
21540,Tfdp1,transcription factor Dp 1,21781,38276
84320,Tfdp2,transcription factor Dp 2,211586,4578
84108,Tfe3,transcription factor E3,209446,4755
21186,Tfeb,transcription factor EB,21425,5182
21187,Tfec,transcription factor EC,21426,32148
21561,Tgfa,transforming growth factor alpha,21802,2431
21562,Tgfb1,"transforming growth factor, beta 1",21803,540
21567,Tgfb2,"transforming growth factor, beta 2",21808,2432
21568,Tgfb3,"transforming growth factor, beta 3",21809,2433
21571,Tgfbr1,"transforming growth factor, beta receptor I",21812,3177
21572,Tgfbr2,"transforming growth factor, beta receptor II",21813,2435
21573,Tgfbr3,"transforming growth factor, beta receptor III",21814,2436
21574,Tgif1,TGFB-induced factor homeobox 1,21815,7574
86790,Tgif2,TGFB-induced factor homeobox 2,228839,32514
89412,Tgif2lx1,"TGFB-induced factor homeobox 2-like, X-linked 1",245583,51391
21575,Tgm1,"transglutaminase 1, K polypeptide",21816,306
21582,Th,tyrosine hydroxylase,21823,307
21586,Thbs3,thrombospondin 3,21827,5159
21592,Thra,thyroid hormone receptor alpha,21833,37747
21593,Thrb,thyroid hormone receptor beta,21834,36025
21603,Tiam1,T cell lymphoma invasion and metastasis 1,21844,2443
23752,Tiam2,T cell lymphoma invasion and metastasis 2,24001,40796
21605,Tie1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,21846,3957
69899,Tigd5,tigger transposable element derived 5,105734,129878
21644,Tle1,"transducin-like enhancer of split 1, homolog of Drosophila E(spl)",21885,21058
21646,Tle3,"transducin-like enhancer of split 3, homolog of Drosophila E(spl)",21887,21059
21647,Tle4,"transducin-like enhancer of split 4, homolog of Drosophila E(spl)",21888,38259
77337,Tle6,"transducin-like enhancer of split 6, homolog of Drosophila E(spl)",114606,11701
23839,Tlr2,toll-like receptor 2,24088,20695
21665,Tlx1,"T cell leukemia, homeobox 1",21908,4031
21666,Tlx2,"T cell leukemia, homeobox 2",21909,7575
26885,Tlx3,"T cell leukemia, homeobox 3",27140,23181
41954,Tmed3,transmembrane emp24 domain containing 3,66111,7213
87282,Tmem119,transmembrane protein 119,231633,17145
85299,Tmem196,transmembrane protein 196,217951,27397
21680,Tnc,tenascin C,21923,55636
21681,Tnnc1,"troponin C, cardiac/slow skeletal",21924,55728
21712,Tnnt1,"troponin T1, skeletal, slow",21955,20704
21726,Top1,topoisomerase (DNA) I,21969,2467
89963,Tox,thymocyte selection-associated high mobility group box,252838,8822
92738,Tox2,TOX high mobility group box family member 2,269389,13155
89252,Tox3,TOX high mobility group box family member 3,244579,18257
92572,Tox4,TOX high mobility group box family member 4,268741,8889
21744,Tpd52l1,tumor protein D52-like 1,21987,2468
21747,Tph1,tryptophan hydroxylase 1,21990,121565
84950,Tph2,tryptophan hydroxylase 2,216343,27831
13213,Trdmt1,tRNA aspartic acid methyltransferase 1,13434,3249
21798,Trf,transferrin,22041,68153
21801,Trh,thyrotropin releasing hormone,22044,5163
21802,Trhr,thyrotropin releasing hormone receptor,22045,20707
85202,Trib2,tribbles homolog 2 (Drosophila),217410,41445
21607,Trim24,tripartite motif-containing 24,21848,20830
21608,Trim28,tripartite motif-containing 28,21849,21175
27849,Trim36,tripartite motif-containing 36,28105,10275
108948,Trim66,tripartite motif-containing 66,330627,28044
45557,Trip13,thyroid hormone receptor interactor 13,69716,3125
35684,Trip4,thyroid hormone receptor interactor 4,56404,9426
21816,Trp53,transformation related protein 53,22059,460
93222,Trp53i11,transformation related protein 53 inducible protein 11,277414,4404
21818,Trp63,transformation related protein 63,22061,31189
21819,Trp73,transformation related protein 73,22062,3960
21823,Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,22955
21824,Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,74915
21825,Trpc6,"transient receptor potential cation channel, subfamily C, member 6",22068,37944
58142,Trps1,trichorhinophalangeal syndrome I (human),83925,8556
83052,Trpv1,"transient receptor potential cation channel, subfamily V, member 1",193034,12920
40516,Trpv4,"transient receptor potential cation channel, subfamily V, member 4",63873,11003
41454,Tsc1,tuberous sclerosis 1,64930,314
21841,Tsc2,tuberous sclerosis 2,22084,462
21566,Tsc22d1,"TSC22 domain family, member 1",21807,7573
14381,Tsc22d3,"TSC22 domain family, member 3",14605,104035
54669,Tsc22d4,"TSC22 domain family, member 4",78829,11390
74951,Tshz1,teashirt zinc finger family member 1,110796,4227
86813,Tshz2,teashirt zinc finger family member 2,228911,35258
42968,Tspan31,tetraspanin 31,67125,4359
49885,Ttf2,"transcription termination factor, RNA polymerase II",74044,37826
21896,Ttr,transthyretin,22139,317
37048,Ttyh1,tweety homolog 1 (Drosophila),57776,10779
21909,Tubb3,"tubulin, beta 3 class III",22152,68503
44684,Tulp4,tubby like protein 4,68842,32467
21917,Twist1,twist basic helix-loop-helix transcription factor 1,22160,402
13125,Twist2,twist basic helix-loop-helix transcription factor 2,13345,40594
21931,Tyro3,TYRO3 protein tyrosine kinase 3,22174,4585
21972,Ube3a,ubiquitin protein ligase E3A,22215,7988
21190,Ubtf,"upstream binding transcription factor, RNA polymerase I",21429,7970
144479,Ubtfl1,"upstream binding transcription factor, RNA polymerase I-like 1",546118,110115
21983,Ucn,urocortin,22226,2515
57672,Ucn3,urocortin 3,83428,49959
71613,Unc5a,unc-5 homolog A (C. elegans),107448,41474
71614,Unc5b,unc-5 homolog B (C. elegans),107449,32538
22010,Unc5c,unc-5 homolog C (C. elegans),22253,2765
84240,Unc5d,unc-5 homolog D (C. elegans),210801,15450
22012,Uncx,UNC homeobox,22255,56598
22035,Usf1,upstream transcription factor 1,22278,31426
22039,Usf2,upstream transcription factor 2,22282,2527
22074,Vamp1,vesicle-associated membrane protein 1,22317,40678
22080,Vasp,vasodilator-stimulated phosphoprotein,22323,7592
26694,Vat1,vesicle amine transport protein 1 homolog (T californica),26949,36200
92920,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),270097,10855
22082,Vav2,vav 2 oncogene,22325,2530
22083,Vax1,ventral anterior homeobox 1,22326,7593
23864,Vax2,ventral anterior homeobox 2,24113,8048
22094,Vdr,vitamin D receptor,22337,37297
22096,Vegfa,vascular endothelial growth factor A,22339,2534
22097,Vegfb,vascular endothelial growth factor B,22340,87131
22098,Vegfc,vascular endothelial growth factor C,22341,3962
120344,Vgf,VGF nerve growth factor inducible,381677,2536
22110,Vip,vasoactive intestinal polypeptide,22353,2539
22111,Vipr1,vasoactive intestinal peptide receptor 1,22354,3399
22112,Vipr2,vasoactive intestinal peptide receptor 2,22355,2540
77607,Vsx1,visual system homeobox 1 homolog (zebrafish),114889,8743
12462,Vsx2,visual system homeobox 2,12677,7266
85441,Wdhd1,WD repeat and HMG-box DNA binding protein 1,218973,56019
37022,Wdr12,WD repeat domain 12,57750,10098
22150,Wfs1,Wolfram syndrome 1 homolog (human),22393,4380
49591,Whrn,whirlin,73750,18739
71985,Whsc1,Wolf-Hirschhorn syndrome candidate 1 (human),107823,26175
23868,Wif1,Wnt inhibitory factor 1,24117,31430
22159,Wisp1,WNT1 inducible signaling pathway protein 1,22402,2883
22165,Wnt1,"wingless-type MMTV integration site family, member 1",22408,3963
22166,Wnt10a,"wingless-type MMTV integration site family, member 10A",22409,22525
22167,Wnt10b,"wingless-type MMTV integration site family, member 10B",22410,20721
22168,Wnt11,"wingless-type MMTV integration site family, member 11",22411,20970
60387,Wnt16,"wingless-type MMTV integration site family, member 16",93735,62175
22170,Wnt2,"wingless-type MMTV integration site family, member 2",22413,20719
22171,Wnt2b,"wingless-type MMTV integration site family, member 2B",22414,22526
22172,Wnt3,"wingless-type MMTV integration site family, member 3",22415,22527
22173,Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,22528
22174,Wnt4,"wingless-type MMTV integration site family, member 4",22417,22529
22175,Wnt5a,"wingless-type MMTV integration site family, member 5A",22418,20720
22176,Wnt5b,"wingless-type MMTV integration site family, member 5B",22419,22530
22177,Wnt6,"wingless-type MMTV integration site family, member 6",22420,4756
22178,Wnt7a,"wingless-type MMTV integration site family, member 7A",22421,20969
22179,Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,22531
20652,Wnt8a,"wingless-type MMTV integration site family, member 8A",20890,7553
22180,Wnt8b,"wingless-type MMTV integration site family, member 8B",22423,2550
85049,Wnt9a,"wingless-type MMTV integration site family, member 9A",216795,20722
22169,Wnt9b,"wingless-type MMTV integration site family, member 9B",22412,2551
61234,Wwtr1,WW domain containing transcription regulator 1,97064,9159
22190,Xbp1,X-box binding protein 1,22433,3722
82048,Xpnpep2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",170745,37766
88024,Zbtb16,zinc finger and BTB domain containing 16,235320,21214
35770,Zbtb20,zinc finger and BTB domain containing 20,56490,9226
36084,Zbtb33,zinc finger and BTB domain containing 33,56805,4931
16739,Zbtb7a,zinc finger and BTB domain containing 7a,16969,7820
22481,Zbtb7b,zinc finger and BTB domain containing 7B,22724,7605
46387,Zdhhc2,"zinc finger, DHHC domain containing 2",70546,81667
21178,Zeb1,zinc finger E-box binding homeobox 1,21417,31779
23887,Zeb2,zinc finger E-box binding homeobox 2,24136,8868
88528,Zfhx2,zinc finger homeobox 2,239102,52657
11693,Zfhx3,zinc finger homeobox 3,11906,21366
56662,Zfhx4,zinc finger homeodomain 4,80892,23477
83115,Zfp184,zinc finger protein 184 (Kruppel-like),193452,113602
87008,Zfp189,zinc finger protein 189,230162,20737
37620,Zfp191,zinc finger protein 191,59057,5068
22437,Zfp207,zinc finger protein 207,22680,2581
49961,Zfp263,zinc finger protein 263,74120,4197
11978,Zfp36l1,"zinc finger protein 36, C3H type-like 1",12192,31276
88115,Zfp445,zinc finger protein 445,235682,27832
22461,Zfp46,zinc finger protein 46,22704,40684
88953,Zfp462,zinc finger protein 462,242466,41430
120835,Zfp488,zinc finger protein 488,382867,17688
108583,Zfp516,zinc finger protein 516,329003,37122
86218,Zfp521,zinc finger protein 521,225207,9151
88584,Zfp647,zinc finger protein 647,239546,27805
48147,Zfp777,zinc finger protein 777,72306,56721
22519,Zfpm2,"zinc finger protein, multitype 2",22762,8008
22527,Zhx1,zinc fingers and homeoboxes 1,22770,5225
122629,Zhx2,zinc fingers and homeoboxes 2,387609,8968
107734,Zhx3,zinc fingers and homeoboxes 3,320799,9000
22528,Zic1,zinc finger protein of the cerebellum 1,22771,2562
22529,Zic2,zinc finger protein of the cerebellum 2,22772,5171
22530,Zic3,zinc finger protein of the cerebellum 3,22773,55742
22531,Zic4,zinc finger protein of the cerebellum 4,22774,32075
41618,Zic5,zinc finger protein of the cerebellum 5,65100,11301
50411,Zkscan1,zinc finger with KRAB and SCAN domains 1,74570,34523
32192,Zkscan6,zinc finger with KRAB and SCAN domains 6,52712,12119
60333,Zkscan8,zinc finger with KRAB and SCAN domains 8,93681,21268
107093,Zmat4,"zinc finger, matrin type 4",320158,81899
129320,Zscan26,zinc finger and SCAN domain containing 26,432731,43739
